user_query,ground_truth
"""Prioritize all tickets from 'Technical Support' part that require a response.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""ticket""]},{""argument_name"": ""ticket.needs_response"", ""argument_value"": true}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""Technical Support""]}]}, {""tool_name"": ""prioritize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""List all P2 issues from 'SoftwareTesting' and create actionable tasks from their summaries.""","[
    {
        ""tool_name"": ""works_list"",
        ""arguments"": [
            {
                ""argument_name"": ""issue.priority"",
                ""argument_value"": [""p2""]
            },
            {
                ""argument_name"": ""applies_to_part"",
                ""argument_value"": [""SoftwareTesting""]
            },
            {
                ""argument_name"": ""type"",
                ""argument_value"": [""issue""]
            }
        ]
    },
    {
        ""tool_name"": ""summarize_objects"",
        ""arguments"": [
            {
                ""argument_name"": ""objects"",
                ""argument_value"": ""$$PREV[0]""
            }
        ]
    },
    {
        ""tool_name"": ""create_actionable_tasks_from_text"",
        ""arguments"": [
            {
                ""argument_name"": ""text"",
                ""argument_value"": ""$$PREV[1]""
            }
        ]
    }
]
"
"""Search for a user named Alex and list all tasks owned by them.""","[{""tool_name"": ""search_object_by_name"", ""arguments"": [{""argument_name"": ""query"", ""argument_value"": ""Alex""}]}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""task""]},{""argument_name"": ""owned_by"", ""argument_value"": ""$$PREV[0]""}]}]"
Summarize all low severity tickets from the marketing rev org.,"[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.severity"", ""argument_value"": [""low""]}, {""argument_name"": ""ticket.rev_org"", ""argument_value"": [""marketing""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]
"
Find all low severity tickets in the 'validation' stage from source channel 'web' and summarize them.,"[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""ticket""]},{""argument_name"": ""ticket.severity"", ""argument_value"": [""medium""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""validation""]}, {""argument_name"": ""ticket.source_channel"", ""argument_value"": [""web""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Prioritize all 'blocker' severity tickets in the 'Customer Experience' rev organization.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""ticket""]},{""argument_name"": ""ticket.severity"", ""argument_value"": [""blocker""]}, {""argument_name"": ""ticket.rev_orgs"", ""argument_value"": [""Customer Experience""]}]}, {""tool_name"": ""prioritize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Find the ID for the client 'Tech Innovators' and list all tickets related to them.""","[{""tool_name"": ""search_object_by_name"", ""arguments"": [{""argument_name"": ""query"", ""argument_value"": ""Tech Innovators""}]}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""ticket""]}, {""argument_name"": ""ticket.rev_org"", ""argument_value"": [""$$PREV[0]""]}]}]"
Identify all low priority tickets for Part654 in the 'analysis' stage.,"[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""ticket""]}, {""argument_name"": ""ticket.severity"", ""argument_value"": [""low""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""analysis""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""Part654""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Identify all blocker tickets from the 'BetaTesting' phase and prioritize them for urgent resolution.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.severity"", ""argument_value"": [""blocker""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""BetaTesting""]}]}, {""tool_name"": ""prioritize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
Identify the most similar work items to task 'TASK-456' and summarize them.,"[ { ""tool_name"": ""get_similar_work_items"", ""arguments"": [ { ""argument_name"": ""work_id"", ""argument_value"": ""TASK-456"" } ] }, { ""tool_name"": ""summarize_objects"", ""arguments"": [ { ""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]"" } ] } ]"
"Prioritize all issues in the ""Product Launch"" stage for the part ""Triton Initiative.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""stage.name"", ""argument_value"": [""Product Launch""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""Triton Initiative""]}, {""argument_name"": ""type"", ""argument_value"": [""issue""]}]}, {""tool_name"": ""prioritize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
Retrieve the current sprint ID and list all P1 priority issues in that sprint.,"[ { ""tool_name"": ""get_sprint_id"", ""arguments"": [] }, { ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""issue.priority"", ""argument_value"": [""p1""] }, {""argument_name"": ""type"", ""argument_value"": [""issue""]}, { ""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[0]"" } ] } ]"
"""Prioritize similar tasks to TASK-112""","[{""tool_name"": ""get_similar_work_items"", ""arguments"": [{""argument_name"": ""work_id"", ""argument_value"": ""TASK-112""}]}, {""tool_name"": ""prioritize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Search for a component named 'WidgetX' and list all issues related to this part.""","[{""tool_name"": ""search_object_by_name"", ""arguments"": [{""argument_name"": ""query"", ""argument_value"": ""WidgetX""}]}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""issue""]},{""argument_name"": ""applies_to_part"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Summarize all tickets needing a response in the 'customer relations' rev organization.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""ticket""]}, {""argument_name"": ""ticket.needs_response"", ""argument_value"": true}, {""argument_name"": ""ticket.rev_orgs"", ""argument_value"": [""customer relations""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Summarize work items similar to ISSUE-456 and create tasks based on them.""","[
  {""tool_name"": ""get_similar_work_items"", ""arguments"": [{""argument_name"": ""work_id"", ""argument_value"": ""ISSUE-456""}]},
  {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]},
  {""tool_name"": ""create_actionable_tasks_from_text"", ""arguments"": [{""argument_name"": ""text"", ""argument_value"": ""$$PREV[0]""}]}
 ]"
"""List all tasks related to part 'ProductLaunch' in 'Initial' stage and summarize for review.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""stage.name"", ""argument_value"": [""Initial""]}, {""argument_name"": ""type"", ""argument_value"": [""task""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""ProductLaunch""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Prioritize all P2 priority issues in the 'research' rev organization""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""issue.priority"", ""argument_value"": [""p2""]}, {""argument_name"": ""issue.rev_orgs"", ""argument_value"": [""research""]}]}, {""tool_name"": ""prioritize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
Retrieve the ID of the current sprint and list all tasks within it.,"[{""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""task""]}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Create tasks from insights derived from the summary of issues under the 'Quality Assurance' initiative.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""issue""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""Quality Assurance""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}, {""tool_name"": ""create_actionable_tasks_from_text"", ""arguments"": [{""argument_name"": ""text"", ""argument_value"": ""$$PREV[1]""}]}]"
"""List all tasks related to the part 'Orion' and prioritize them.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""task""]},{""argument_name"": ""applies_to_part"", ""argument_value"": ""Orion""}]}, {""tool_name"": ""prioritize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Find all P1 priority issues related to the part 'AlphaRedesign' and summarize them.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""issue.priority"", ""argument_value"": [""p1""]}, {""argument_name"": ""type"", ""argument_value"": [""issue""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""AlphaRedesign""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Summarize all low severity tickets in the 'implementation' stage created by User321.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""ticket""]}, {""argument_name"": ""ticket.severity"", ""argument_value"": [""low""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""implementation""]}, {""argument_name"": ""created_by"", ""argument_value"": [""User321""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""List all blocker severity tickets in the part  'DataManagement',summarise and create actionable tasks.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.severity"", ""argument_value"": [""blocker""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""DataManagement""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}, {""tool_name"": ""create_actionable_tasks_from_text"", ""arguments"": [{""argument_name"": ""text"", ""argument_value"": ""$$PREV[1]""}]}]
"
"List and summarize all blocker severity tickets in the ""Deployment"" stage associated with ""User456""which need a response.","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.severity"", ""argument_value"": [""blocker""]}, {""argument_name"": ""owned_by"", ""argument_value"": [""User456""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""Deployment""]}, {""argument_name"": ""ticket.needs_response"", ""argument_value"": true}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]
"
"""Summarize all p0 priority issues in the part 'UserFeedbackAnalysis'""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""issue.priority"", ""argument_value"": [""p0""]}, {""argument_name"": ""type"", ""argument_value"": [""issue""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""UserFeedbackAnalysis""]}, { ""argument_name"": ""type"", ""argument_value"": [""issue""] }]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
Find all issues in the 'review' stage for the 'UI_Enhancement' part and generate a summary.,"[ { ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""stage.name"", ""argument_value"": [""review""] }, {""argument_name"": ""type"", ""argument_value"": [""issue""]}, { ""argument_name"": ""applies_to_part"", ""argument_value"": [""UI_Enhancement""] } ] }, { ""tool_name"": ""summarize_objects"", ""arguments"": [ { ""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]"" } ] } ]"
"""List all tickets with low severity from the HR rev organization and prioritize them.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""ticket""]},{""argument_name"": ""type"", ""argument_value"": [""ticket""]}, {""argument_name"": ""ticket.severity"", ""argument_value"": [""low""]}, {""argument_name"": ""ticket.rev_orgs"", ""argument_value"": [""HR""]}]}, {""tool_name"": ""prioritize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Summarize all tasks from 'Event Planning' part in the 'Coordination' stage.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""task""]},{""argument_name"": ""stage.name"", ""argument_value"": [""Coordination""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""Event Planning""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
List all issues in the 'testing' stage related to Part666 and summarize them for review.,"[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""issue""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""testing""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""Part666""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Prioritize all blocker severity tickets from the customer service channel.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""ticket""]},{""argument_name"": ""ticket.severity"", ""argument_value"": [""blocker""]}, {""argument_name"": ""ticket.source_channel"", ""argument_value"": [""customer service""]}]}, {""tool_name"": ""prioritize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Generate a summary of blocker severity tickets from the email channel.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""ticket""]},{""argument_name"": ""ticket.priority"", ""argument_value"": [""blocker""]}, {""argument_name"": ""ticket.source_channel"", ""argument_value"": [""email""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""List and prioritize all 'high' severity tickets from the 'Finance' department.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""ticket""]},{""argument_name"": ""ticket.severity"", ""argument_value"": [""high""]}, {""argument_name"": ""ticket.rev_orgs"", ""argument_value"": [""Finance""]}]}, {""tool_name"": ""prioritize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""List all tasks in the part 'DigitalTransformation' at 'Conceptualization' stage, and summarize them.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""stage.name"", ""argument_value"": [""Conceptualization""]}, {""argument_name"": ""type"", ""argument_value"": [""task""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""DigitalTransformation""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Summarize all 'p1' priority issues in the part 'Hardware Development'.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""issue""]},{""argument_name"": ""issue.priority"", ""argument_value"": [""p1""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""Hardware Development""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
List all P2 issues needing a response from User123 in the support stage.,"[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""issue""]}, {""argument_name"": ""ticket.needs_response"", ""argument_value"": true}, {""argument_name"": ""owned_by"", ""argument_value"": [""User123""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""support""]}, {""argument_name"": ""issue.priority"", ""argument_value"": [""p2""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
Retrieve all medium severity tickets from Rev Org LMN in the 'pending' stage.,"[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""ticket""]}, {""argument_name"": ""ticket.severity"", ""argument_value"": [""medium""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""pending""]}, {""argument_name"": ""ticket.rev_org"", ""argument_value"": [""LMN""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Identify and summarize tasks in the 'QualityAssurance' stage for the part 'AppRedesign' part.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""stage.name"", ""argument_value"": [""QualityAssurance""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""AppRedesign""]}, {""argument_name"": ""type"", ""argument_value"": [""task""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
Generate a list of tickets that need a response and prioritize them.,"[ { ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""ticket.needs_response"", ""argument_value"": true }, {""argument_name"": ""type"", ""argument_value"": [""ticket""]} ] }, { ""tool_name"": ""prioritize_objects"", ""arguments"": [ { ""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]"" } ] } ]"
"""Prioritize tickets in 'Customer Service' rev organization marked as 'low' severity.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""ticket""]},{""argument_name"": ""ticket.severity"", ""argument_value"": [""low""]}, {""argument_name"": ""ticket.rev_orgs"", ""argument_value"": [""Customer Service""]}]}, {""tool_name"": ""prioritize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""What are all my issues in the 'Debugging' stage related to 'Software Development' part? Summarize them.""","[{""tool_name"": ""who_am_i"", ""arguments"": []}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""issue""]},{""argument_name"": ""stage.name"", ""argument_value"": [""Debugging""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""Software Development""]}, {""argument_name"": ""owned_by"", ""argument_value"": ""$$PREV[0]""}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[1]""}]}]"
"""Summarize all tasks from 'Sales' part in the 'Negotiation' stage.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""task""]},{""argument_name"": ""stage.name"", ""argument_value"": [""Negotiation""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""Sales""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"Prioritize all P1 issues from the ""Operations"" rev organization.","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""issue.priority"", ""argument_value"": [""p1""]}, {""argument_name"": ""issue.rev_orgs"", ""argument_value"": [""Operations""]}, {""argument_name"": ""type"", ""argument_value"": [""issue""]}]}, {""tool_name"": ""prioritize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}, {""tool_name"": ""prioritize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"Summarize all issues from the ""Product Development"" rev organzation that are in the ""Concept Validation"" stage.","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""issue.rev_orgs"", ""argument_value"": [""Product Development""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""Concept Validation""]}, {""argument_name"": ""type"", ""argument_value"": [""issue""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Identify and prioritize tickets marked as 'blocker' affecting the 'Database' part.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""ticket""]}, {""argument_name"": ""ticket.severity"", ""argument_value"": [""blocker""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""Database""]}]}, {""tool_name"": ""prioritize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"Identify and prioritize all low severity tickets from the ""Web Development"" rev organization.","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.severity"", ""argument_value"": [""low""]}, {""argument_name"": ""ticket.rev_org"", ""argument_value"": [""Web Development""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}, {""tool_name"": ""prioritize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]
"
"""Identify my user ID and list all my tasks in the 'design' stage.""","[{""tool_name"": ""who_am_i"", ""arguments"": []}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""task""]}, {""argument_name"": ""owned_by"", ""argument_value"": ""$$PREV[0]""}, {""argument_name"": ""stage.name"", ""argument_value"": [""design""]}]}]"
"List and prioritize all issues from the rev organization ""Customer Service"" department that are in the ""Feedback Review"" stage.","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""issue.rev_orgs"", ""argument_value"": [""Customer Service""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""Feedback Review""]}, {""argument_name"": ""type"", ""argument_value"": [""issue""]}]}, {""tool_name"": ""prioritize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]
"
"""Create actionable tasks from the summary of latest 25 tickets reported by User900.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""task""]}, {""argument_name"": ""created_by"", ""argument_value"": [""User900""]}, {""argument_name"": ""limit"", ""argument_value"": 25}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}, {""tool_name"": ""create_actionable_tasks_from_text"", ""arguments"": [{""argument_name"": ""text"", ""argument_value"": ""$$PREV[1]""}]}]"
"""Summarize all tickets requiring a response in the 'logistics' rev organization.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""ticket""]}, {""argument_name"": ""ticket.needs_response"", ""argument_value"": true}, {""argument_name"": ""ticket.rev_orgs"", ""argument_value"": [""logistics""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Find and prioritize all 'low' severity tickets in the 'Product Management' part.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""ticket""]},{""argument_name"": ""ticket.severity"", ""argument_value"": [""low""]}, {""argument_name"": ""issue.rev_orgs"", ""argument_value"": [""Product Management""]}]}, {""tool_name"": ""prioritize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Prioritize similar tasks to TASK-234 ""","[{""tool_name"": ""get_similar_work_items"", ""arguments"": [{""argument_name"": ""work_id"", ""argument_value"": ""TASK-234""}]}, {""tool_name"": ""prioritize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Find all tasks under part 'SystemUpgrade' owned by me in 'Research' stage, and summarize them.""","[{""tool_name"": ""who_am_i"", ""arguments"": []}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""stage.name"", ""argument_value"": [""Research""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""SystemUpgrade""]}, {""argument_name"": ""owned_by"", ""argument_value"": ""$$PREV[0]""}, { ""argument_name"": ""type"", ""argument_value"": [""task""] }]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[1]""}]}]"
"""Find the sprint ID for the current sprint and add task TASK-321 to it.""","[{""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": [""TASK-321""]}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[0]""}]}]"
"Summarize all tickets coming from the ""Live Chat"" channel.","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.source_channel"", ""argument_value"": [""Live Chat""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]
"
"List and prioritize all blocker severity tickets in the ""Quality Control"" stage for the part ""Sigma Initiative.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.severity"", ""argument_value"": [""blocker""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""Quality Control""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""Sigma Initiative""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}, {""tool_name"": ""prioritize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}, {""tool_name"": ""prioritize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"List all tickets in the ""Code Review"" stage for the part ""Neptune Project"" which need a response, and prioritize them.","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""stage.name"", ""argument_value"": [""Code Review""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""Neptune Project""]}, {""argument_name"": ""ticket.needs_response"", ""argument_value"": true}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}, {""tool_name"": ""prioritize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Identify and add all blocker tickets related to the part 'NetworkUpgrade' to the current sprint.""","[{""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.severity"", ""argument_value"": [""blocker""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""NetworkUpgrade""]}]}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[1]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Prioritize all high severity tickets in the part 'InfrastructureUpgrade', add them to the current sprint.""","[{""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.severity"", ""argument_value"": [""high""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""InfrastructureUpgrade""]}]}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[1]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[0]""}]}]"
